Username,Review,Rating
jackie,"these things hurt my ears so damn badly. you can’t even hear the music unless you have them pushed into your ears hard, which in that cases causes more pain. there’s no bass, they last about 4 hours (NOT 8), and they do not use ANC unless you have both in, which is a huge letdown. can’t wait for my refund",1.0 out of 5 stars
Amazon Customer,"My AirPods died and I was looking for a new pair and came across these. They do not stay in your ears, no matter what you do or what size of ear bud you select. The noise cancellation setting is a joke and the battery life is maybe an hour at best. Do not buy these. Save your money.",1.0 out of 5 stars
MAURY,"First off. They last about 4 hours and they are extremely chunky in the ear, they were fully charged but wouldn’t connect to my iPhone. They also make a weird buzzing sound while just putting them in your ear. They are not worth whatever they cost. I’m about to submit a return on these. DO NOT GET THESE!",1.0 out of 5 stars
Samuel,"These are some of the worst earbuds I have ever had the displeasure of using. The fit is passable, but it is by no means secure. Thanks to the shape of the earbuds there isn't much resizing you can do, and I've found myself needing to adjust them more than I care to. The sound is fine. It's nothing you can't find in another brand. The worst part about these are the case. The shape and size isn't awful, it's the way it charges the earbuds. To charge the earbuds, they need to sit nearly perfectly in the case. It makes the earbuds a hassle to even charge, and if you move or bump the case, one or both of the earbuds will stop charging and connect to your device. It is beyond frustrating and no amount of troubleshooting seems to help.And the cherry on top? I can't return these because they HAVE to go through UPS pickup. There is not one other option to return these. If you live in a place that doesn't allow direct access for a UPS driver to knock on your door and take your package, you're stuck with this garbage. It's an absolutely miserable product, and my inability to return it is abysmal.",1.0 out of 5 stars
Town,"These were on sale for a reason. I already went into this buy with misgivings, and they were confirmed for a reason. Although the buds didn't feel cheap, they earbuds were bulky and heavy for buds, and the battery life is a joke. I've been through at least 30 pair of wireless buds through the years, and these were by far the worst. I found cheaper alternatives that were far superior in every way than these. They look good, but thats about it. I returned them after trying them out for just half a day, I was done man. You've been warned. So disappointed.",1.0 out of 5 stars
Worst thing ever.,"These earphones have a good sound quality, but the ANC starts a buzzing noise after a few time, and even if you send to warranty they'll send back to you with the same issue saying that it's in perfect conditionSo don't waste your time and money buying this, you'll regret for sure.",1.0 out of 5 stars
Tiffany Matthews,I brought these buds and they have been a disappointment from the beginning. They refuse to stay in my ear no matter which way I turn my head. The battery life is not good but the sound is. I don’t have money to throw away but I just did. I don’t recommend buying them,1.0 out of 5 stars
Wild,I paid 80 bucks for these and the Bluetooth connection drops out if I put my phone in my pocket. I tries every trick on the internet to get these things working and their just junk. Looked up to see other hundreds of other people have the same issue. Don't buy these buds.,1.0 out of 5 stars
Amazon Customer,"I put these on 45 minutes before a 4.5 hour flight. With one hour landing, I had 18% in the left ear and 13%  in the right ear.  Thats significantly less than 8 hours.  They can not make it through a 5 hour flight. Really disappointed with this product.",1.0 out of 5 stars
Lorry Dow,"I have small ear canals, so I found the fit comfortable, but there was no volume at all. I tried another identical pair and it was the same.  I’m hugely disappointed, and to make matters even more frustrating, Amazon is taking forever to refund on returned, defective items. BAD NEWS!",1.0 out of 5 stars
Tameka,For these buds to have so much hype.  They suck!!! Apple covers nothing if they stop working.  I have sent these ear buds in twice only to receive two different responses as to why they can not be repaired.  NEVER AGAIN will I purchase anything from Apple again.,1.0 out of 5 stars
mcguyvr67,"I bought these to be able to work while receiving a phone call. Needless to say anyone I'm speaking to while trying to work says ""why is it so loud, what are you doing""So I guess my quest is to find ones that truly cancels out the background noise.",1.0 out of 5 stars
Chance Rowley,"These headphones are horrible. They do not sit in you ear comfortably and they are constantly trying to fall out of my ears during movement. I’ve tried all different sizes of buds that beats provides, but none of them make a difference. I do not recommend.",1.0 out of 5 stars
oliver schmit,These are REALLY REALLY bad if you plan on connecting to any kind of bluetooth. Whether its my phone or my computer or my car. They cut in and out all the time and disconnect quite often. All in all DO NOT BUY THESE GARBAGE HEADPHONES!,1.0 out of 5 stars
Jose Ascencio,Regret buying these. 8 hours of listening time = 4 hours per side. So 4 hours if you have both buds in before they die. If you have an iPhone you’ll get constant annoying notifications when  under 20% battery life.,1.0 out of 5 stars
Therese Paige-Bates,"THESE DO NOT HOLD AN 8 HOUR CHARGE!!! I start using them at 8 am at 100%. By 11am they are down to 44%. I need a FULL 8 hours. Not 4 hours, recharge and then put them back on. Horrible",1.0 out of 5 stars
Grant,"The earbuds themselves deliver good sound and an alright fit; however, unfortunately, the program needed to use these earbuds continuously pops up on my phone screen. Any fix I have read and tried online only temporarily solves the problem.",1.0 out of 5 stars
Sarai Grant,Bought these for Christmas for my soon. Within a month of use he said there was a whining high pitched noise in one of the pods. Send it to apple and they return within a week “fixed”. About a week or two after the same issue happens again. Once more I send it in to apple for repair and get it back in record time. Once more (this is recent now) same issue is happening with both buds now. High pitched whining noise that’s apparent as soon as you place the buds in the ear. Whether sound is playing or not. Apple is now trying to charge me for replacement/repair although this is clearly a manufacturer issue that’s never been addressed. Amazon also hasn’t been any help. I wouldn’t buy these or the brand again.,1.0 out of 5 stars
Samantha G.,"Sounds weird when the music is off, and i tried to return them and usp service never gave me a call, they just leave the label under the door mat and they never come back for the package.",1.0 out of 5 stars
An Amazon Prime Customer,I'm really really trying to understand the hype behind these. They don't sound good. They are brassy and the bass isn't punchy at all. Imo Beatz haven't been the same since Dre sold to Apple. If you want some better sounding ear buds for cheaper with some nice heavy thumping bass do yourself a favor and go get some Baseuse or Tranya T1's. These Beatzs my friend are a total joke!,1.0 out of 5 stars
Brooke,They would only connect and play music while inside of the case. As soon as I removed them from the case they would automatically disconnect. There is no available support out there that helps with this issue.,1.0 out of 5 stars
Jeron Wilkinson,"From what I saw online, these were supposed to be great. I got them on sale for a hundred bucks and I can see why now. I came from AirPods pros to these and the downgrade was enormous. For starters, the pause button takes up literally the whole earbud so if you want to adjust it when they inevitably start to fall out of your ears, you find yourself skipping or pausing your song. Next, they are incredibly uncomfortable. I've had 20 dollar headphones that fit better than these. They hurt the bottom of my ears like crazy and I am constantly pushing them around. Even worse they look ridiculous in your ears!!!  I look at myself in the mirror and just see them sticking out looking absolutely ridiculous. I tried every ear tip it made no difference. The positive side is the sound isnt terrible, but then when you try and go into noise cancel mode from your phone menu, itll acknowledge it then go right back into the previous mode. Noise cancellation and normal mode feel the exact same. I would not reccomend these at all. It's like buying a medium popcorn at the movies. Either look for a cheaper option or pay 100 more for the beats fit pros which are awesome or pay like 50 more for the airpods pro. DONT BUY THESE IT IS A WASTE OF MONEY!!!!!!!!!!!",1.0 out of 5 stars
Soma Pradhan,Noise cancelling is great. However the headphones are suuuuuuuuper quiet. At full volume they are half as loud as my shokz “bone conducting” headphones.Will try them at the gym. But most likely returning these.,1.0 out of 5 stars
Manuel,"Sound was well below what I expected, I don't know if there were defective but I was very disappointed and had to return them. Got the Samsung earbuds, they are way better and cost the same.",1.0 out of 5 stars
Susana Maldonado,"I’ve been using a samsung buds+ for 2 years, decided to chance to new earbuds for dumb reasons (I like that this has more options for case covers). I have only had these for 2 months and I am regretting my choice, already gave my old earbuds away.Cons: Battery runs out in less than 4 hours, even without playing anything on themDisconnects randomlyHave to connect them manually most of the timeIt has a lag from the moment you click to play or pause, for it to respondCase won’t charge the earbuds unless they are laying down flat on the tableProsCute colorHas some options for case covers",1.0 out of 5 stars
Marchelle Miller,Junk thought I’d be able to listen for a day at work 9 to 10 hours!Yep!!  Goes dead before lunch!!!!Cheap 20$ ear buds works all day!!!!Very disappointed customer 🤬,1.0 out of 5 stars
Kamran,"Im overall very unimpressed with this product and it goes to show that you are paying 80% for the name and 20% for the actual buds. These should be 30 bucks at the most. The battery life is lower than they described which makes me believe I might have a defective product. I don't understand why the battery for my buds only last 2 an a half hours before I have to recharge, that is just unacceptable for the modern market. The sound is no better than those 10 dollar Panasonic wired buds actually I would argue that the Panasonics fit better in the ear and have better quality sound. The Beats Studio buds are an utter failure but they will keep selling because they have a deal with apple and they have great advertisement but unfortunately I am going to have to return these because they are cheap quality and over priced just because of the brands name. I will have to wait till the Sony ones go on sale again and hope that Sony at least has some integrity unlike beats which is a gimmick brand. Don't buy these if you expect a quality product with good sound.",1.0 out of 5 stars
jason,The noise cancellation feature stopped working after 5 months.  They don’t recognize that the earbuds are in your ear and won’t allow you to turn on noise cancellation anymore. Normal use only.,1.0 out of 5 stars
Prosper Runner,"I was impressed by the fit and feel of the buds - they are among the most comfortable I've owned and I use buds about 4-6 hours per day. But, after 6 months the left bud suddenly developed loud and persistent static. I set up a repair through Best Buy, although it seems to be just a drop-off point for Apple Service. It was very inconvenient to set up both a drop-off and a pick-up appointment at the local store. After about 8 days, I received the buds back and it seemed as if there was nothing done. I logged on to my case online, and a whole 7 minutes elapsed between Apple's receiving the buds and their shipping the 'repaired' bud. Again, the exact same problem persisted. So, I have set up yet another case for Apple to mail a box so I can mail the buds in for service. I am not very hopeful for a successful repair. I wish I would have bought a more reliable pair. This will likely be the last set of Beats or Apple buds I will ever buy.",1.0 out of 5 stars
Fatma Letifi,"I was expecting more from this product. The volume was so down, and I could here everyone talking!!!!I decided to buy it instead of Ear pods but it is not worth it!",1.0 out of 5 stars
Carolyn Durazo,"Cons:1. These buds are not used for movement. It seems every time the buds and my are phone is moving around the sound seems to disconnect and it’s the most difficult thing to deal with.2. I’ve had Apple AirPods ($150) and not only do they look and feel better in your ear but they also have longer battery and much much better sound quality.3. Cheaper brands can also compare. I’ve also bought a mock up pair ($25) similar to these name brand ear buds and i prefer them over the beats.4. Lastly, and this is a personal complaint but to charge the ear buds it takes a type C charger which is still very uncommonly used nowadays still!Pros:1. They come in cool colors and charge pretty fast😐",1.0 out of 5 stars
Ali S,If you like to jam out and enjoy music these aren’t for you. Volume level is a literal joke. Other brands are half the price or less and the sound is 68583736x better on them. Even at full volume these sound like half volume on all my past earbuds. Never buying from Beats again and hope you don’t either,1.0 out of 5 stars
Elizabeth Oates,"Sound was great while they lasted, but right earbud stopped working (after almost a month) yesterday and the return window ended 2 days ago. Pretty disappointed since they were a splurge",1.0 out of 5 stars
Ria,There is no adapter so how can I charge this.  Please send immediately- today or I will need label to send it back.  This should be noted when purchasing.,1.0 out of 5 stars
SLB,Worked for three months used 1 hour a day. The Left earbud stopped charging. I followed all of troubleshooting instructions and the Left earbuds never worked again. … waste of money.,1.0 out of 5 stars
Zach,"Noise cancellation is pretty good , music so damn quiet , I tried turning the volume all the way up and it was all the way up , so damn quiet",1.0 out of 5 stars
Tyler,"Within the first week, the left earbud has started to glitch, making weird noises. Now I have to take the time to go bring it to an Apple location to see what they can do. If they fix it easily/quickly, I will update my review. But right now, all I’ve done is wasted money on these.",1.0 out of 5 stars
Gina Cosby,"Mine stopped working after a week! They wouldn’t hold a charge. I utilized them for work conference calls daily.  They are the only ones that fitted my small ears, so I’m very disappointed. Other than that the little time I did utilize them the sound quality was very good and easy to connect to bluetooth.",1.0 out of 5 stars
Jordan Jones,"I was so excited to get these on Prime Day as I have been wanting ear buds for a while, but didn't want to splurge on Air Pods. Got them and the right ear bud didn't work. Didn't even register on the screen as being in the pod. Returned for a replacement. Got the replacement and the left ear bud didn't work, with the same issue as the first set. In both instances I went through YouTube videos, Google, and even Apple Support on how to fix the problem and nothing worked. I ended up returning the second pair for a refund. I'm disappointed, because I'm still without Bluetooth ear buds for work and working out.",1.0 out of 5 stars
Dan,Left side is kinda hiss/buzzy when nothings playing and the case won’t charge after a whole night.  Not sure if I’ll return replace or complain at an Apple Store.,1.0 out of 5 stars
Christa Wilson,"Battery lasts about three hours! I have wanted these for a long time and was excited to get them but was very disappointed.Sound quality is okay but if you run with them, you hear the wind almost as much as the music! The case is super smooth which feels cool but sometimes it’s difficult to open it (and forget it if you just put in lotion!).I have a different pair of headphones that were I could have bought four of for the same price as these and they last 10-12 hours!I have owned both wired and wireless Beats before and loved them but these are a huge let down",1.0 out of 5 stars
Kell Customer,I really wished I could have give negative stars because am unhappy I had to go to best buy and by some JVC wireless and I like them the only reason I went on an purchased these is because i had lost my Samsung earbuds at work and I purchased this product and received it the next day.  I was going to be happy with these earbuds until I got them and one of the buds started buzzing in my ear and wouldn't  stop .I put in for  a refund got my label to send the buds back took them to the UPs store the same day which was Monday and got my tracking number and still waiting on my refund when they can see that their product was  on it's way to them. Because the label was scanned.,1.0 out of 5 stars
Chris Jostes,I began running in these and the sweat has caused both of them to buzz with noise canceling on. If I turn noise canceling off I still have an on and off buzz in my right ear bud. Do not buy these if you are using them to run or work out.,1.0 out of 5 stars
Jess,"I was excited to get these and I tried them out for a couple weeks. They are not comfortable, they do not stay in. I tried each size fitting and that's not the problem, you have to shove it so far inside your ear for the suction cup to work which is very uncomfortable, and then they still fall out. Having to adjust and push them back in every minute or so is so obnoxious because at the same time when you touch them, it will either skip or pause what you're listening to. I wish I never bought these, a huge waste of money. I went back to using my old Apple airpods that have a better sound and much more comfort",1.0 out of 5 stars
Mark Strittmatter,"Received my package with the Studio Buds package open and no earbuds in them. Charger, cord, and ear tip pieces were in there but the earbuds and case had been removed prior to shipping",1.0 out of 5 stars
Ryan,Aggravating in the ear. Doesn’t come with charger. Shortest cord that exists. Most unusable charging cord to where you will have to by a special charger. Hate it,1.0 out of 5 stars
melo77,These were one of the worst headphones I’ve ever listened to. Literally no volume to them. I’ve bought 29 dollar headphones for gaming that sounded better than these.,1.0 out of 5 stars
Truu simm,"This product works like AirPods, but after a while you start to find out that the most annoying thing is the AirPods notifications. Every 2 seconds it’ll show up and tell you what battery percentage it is on. When you push it away it only comes back faster, although it didn’t seem like a big issue at first but when I’m doing something important that involves my phone and I can’t get to a tab due to the notification it gets very annoying and angering. I’ve tried looking it up on how to turn it off on google and beats website there is nothing that helps. There is also nothing in the settings to help you at all. You basically got to deal with it or get new brand of airpods",1.0 out of 5 stars
Chloe,"So I bought these in hopes that I would receive more noise canceling and the battery would be a bit better, unfortunately I noticed after I bought them that they have buttons on the sides there’s way to get around the left one doing anything but the slightest press of the right and it turns on my Spotify music, the left one will turn down my volume when I try to sleep with them on as well. But the biggest complaint I have is the battery life idk if I got a used pair or what but the battery died within less than an hour even when they say they’re at 99% charge, I’ve restarted them , did everything the website said to , nothing! Also when I would sleep in them id roll over and if my ear pressed against the pillow they made this strange gurgling static noise like they were water damaged ? I seriously think they sent me a used product because the battery alone screams used or maybe it was a bad pair idk but I’m going back to my air pods I don’t want to go through anymore trouble finding another pair when I know what already works.",2.0 out of 5 stars
Max Gredler,Bought a pair of the white and black air pods. 1 for me and one of the pairs for my mom. While they started out great because I got them on sale for like $50 instead of $150 I was happy since I had saved money not buying apple AirPods. However as time went on I began to notice how bad they are compared to Apple air pods. First off you can barely walk 10 yards away from your phone without them losing connection and cutting in and out. Things like cleaning the house or going into the backyard to let my dogs out I couldn’t leave my phone on a charger and would have to bring it everywhere to not lose connection. The other big issue they have is they have a constant ringing sound when Bluetooth is connected. The ringing sound ranges from faint to moderate ringing but I’m noticing my ears now hurt after using them for few hours. Now that I saw these are selling for triple the price I bought them I figure I would make a review to save people money. Apple AirPods are very expensive but they are worth it quality wise.,2.0 out of 5 stars
Laurelin,"The case looks cool, but it is EXTREMELY slick. If I end up keeping them, I will put some tape across the case to keep it from literally flying out of my fingers.I followed all of the directions and made sure all of the needed resources were available. But these ear buds will not pair with my LG Android 8.0 phone. The app will not download and install from either Google Play Store or directly from the Beats manufacturer's website. (So, I can't install the firmware update.) Both the buds and the app are not compatible.Luckily, they do pair with my Amazon Fire tablet using just the Bluetooth protocols. The sound is great even even without adjustments. I have not tried to download the app there, because this tablet does not run the Android operating system. I'll give it a try later, but I'd be very surprised if it worked.I tried connecting them to a Windows device using just the Bluetooth protocols. It found my Meta Quest 2, but not these headphones.My husband managed to pair his buds to his old Android tablet, operating system 4.0. (Yes, I know it is not supposed to work with earlier versions, but it did, including the app. The firmware update did fail.) He has not yet tried with his Moto Stylus 5G phone (Android 13). I'll update if it works on his phone.So, bottom line, I can't use these earbuds on any of the many devices I have except for the Amazon Fire tablet. I'll contact tech support. Then I'll decide whether to return them or use them just on my tablet.",2.0 out of 5 stars
Amazon Customer,"These headphones are mediocre at best.  I am an avid music listener of all genres, and believe I know good balance, bass, highs and lows, and overall sharpness when it comes to trying out headphones.  I am not a consumer goods professional, but certainly a worthwhile critic.  When it comes to headphones and wireless earbuds, I have bought and used a number of brands from skullcandy, jaybird, bose, and of course apple.  That being said, here is my review:Noise quality: 3/5 - I was expecting a bigger ""punch"" being that the brand (even though its now owned by apple) was developed by Dr. Dre and Jimmy Lovine, and geared towards the rap and hip hop industries.  The bass and overall output of these headphones is quite indistinguishable.  There is no ""wow"" factor.ANC/Transparency mode: 2/5 - The ANC mode is BARELY noticeable.  If Apple's airpod pros were given a 8 on a scale of 1-10 in the quality of this feature (10 being superior), these would rate a 2 or 3.  My only reaction upon receiving and using these headphones and this feature is ""Seriously?"" Absolutely piss poor and a genuinely deceiving selling point.  It simply is not a feature.Comfort: Out of 5 starts, I'd give there a 3.7-4.  They fit snug and are comfortable for long periods of wear.  Without a stem like the airpods pro, they are less noticeable in your ear.  Sweat resistant, sure.  But by no means superior.  A cheap pair of skull candy headphones seem to stay in the ear better when sweating.  One drip, and they will slip.  However I will say that the sound quality is not as affected as some other competitor headphones when exposed to sweat.Functionality: 2/5 - Who is the genius that decided to make the front of the earbud the source of the controls?  It is the only exposed surface of the earbud.  If the earbud is slipping out of your ear, you cannot simply push it back in as this generates a ""tap"" and will pause/stop music.  Most annoyingly this will end a call.  It is ever more frustrating if lying down with your earbuds in.  Again, any pressure on the face of the earbud (the only exposed surface), will generate a tap.  This feature needs to be GREATLY re-engineered!  A big, hard slap on the back of the head to the six figure paid design team.When I bought these headphones on prime day, I paid $100.  I took the risk of trying something different, hoping for a good competitor to the airpod pros I was using at the time.  I am quite disappointed.  I would not recommend these to anyone, and would encourage consumers to buyer cheaper headphones, or spend the extra $70 for the airpod pros or beat fits pro.SEVERLY DISAPPPOINTED IN YOU apple,  beats,  and the designers and engineers of these headphones.  You certainly underdelivered! And well, we get what we paid for...",2.0 out of 5 stars
J. K. Tappe,"I bought these to replace a pair of 1st generation AirPod Pros.  These don't nearly measure up. The noise cancellation fades in and out whenever it pleases instead of being constant. That's quite distracting because it will do it in just one ear, and then in the other, so it's quite distracting. I've tried them with wind noise during bike riding, I've tried them when using power equipment, I've tried them in loud indoor environments. The noise cancellation fails to measure up to the AirPods in every test. The biggest failure was wind noise while biking; the cancellation is nearly non-existent, to the point where I could almost not tell a difference between having it on and off.  The one area they beat the AirPods is staying in the ear; they need fewer re-insertions per hour.  But if you really want noise cancellation, do not buy these!  I'd return to Amazon but they're not technically defective, they just suck.",2.0 out of 5 stars
Wunceamon,"Yup done with these want a new pair. yes they charge fast but they freaking stay connected in the case unless there put back perfectly and have fallen out and hit the ground so many times now the sound sucks and is glitchy at the slightest touch sad 😞 very very sad Read through the reviews I’m going to say the same exact thing every one else says. Doesn’t automatically connect, sometimes?!? 🤷‍♂️.base is big in these if you like base these are for you. And yes they fall out. They go from I’m in there nice and snug to on the ground in 2 steps then your looking for your ear bud on the ground somewhere??!!?? Lmao 🤣. Also battery lasts for 6hrs full blast :) . Also Also they have a noise canceling feature ( I work in a loud environment ) it works awesome at home 😎. One more thing for some reason I have not figured out why, sometimes when you brush up against the ear bud, like putting my hair behind my ear, it pauses the music very frustrating.",2.0 out of 5 stars
everardo leon,"I'm not a audiophile whatsoever so my review won't exactly pertain to those seeking deeper knowledge of sound quality. I personally thought the sound was pretty good but nothing that'd blow me away. I felt the same way about the noise cancelation: Ok, but I'm not writing home about it. In my opinion, I would have been satisfied with them at the $90 mark. The problem was that after only a week the left earbud started making a constant beeping/ popping noise that gradually got very bad very fast. Not long after the right earbud started to do the same thing. After a little research I found that this was a common problem amongst the colored Beats. So overall they are a fair pair of earbuds. However, if you absolutely need to have a pair of Beats for whatever reason I would suggest skipping on the flair and going for the simple black or white ones.",2.0 out of 5 stars
alexander shirrill-brewster,"Good lord where do I begin. First off the way they fit in your ear is just bad, they fall out within 5 minutes of use even when sitting still not doing anything, if you want these to stay in your ear you HAVE to buy silicone guards that have an ear hook. Second off the software integration with iPhone is terrible, 90% of the time when I pull the earbud out to listen to something it just won’t connect, you have to manually go into Bluetooth and connect it and even then sometimes it won’t connect. Half the time it won’t give you an actual cue or noise that the battery is going to die, it’ll just randomly die without any noise or anything making you think the video just stopped. Speaking of low battery holy crap these headphones have the most annoying use of low battery banners when using the your iPhone with these. You’ll be watching a video and every 2 seconds a banner covering the top portion of your screen will come up showing “% of battery left” from 19% to when they die. And when you look at the battery percentage in settings it constantly switches from 100% to whatever the actual percentage it is over and over causing the banners to pop up which gets very annoying if you want to see what other notifications you have and then you can’t even pull the banner bar down because it blocks your ability too. Also another note on battery life, these headphones only last a max of 4 hours per bud on medium volume without using any pass through or noise cancelling. My AirPod pros would last almost all day but these just have awful battery life for the price. And the sound quality isn’t amazing, it’s passable but nothing incredible. Even if they do use the same drivers and speakers from the AirPod pros, the pros sounded wayyy better than these.In my opinion, don’t buy these. They’re a waste of money, a very infuriating experience and just uncomfortable in your ear even with covers with ear hooks. Just buy the AirPod pros or anything else",2.0 out of 5 stars
Eric P.,"The overall quality of these is solid. About what I expected, really good noise cancellation (although one of the buds the noise cancelling effect is sometimes louder than the other, but usually they're good). The issue that I've had is one I've googled and found has been going on for awhile and it's that they have an issue connecting to iPhones, which... that's a pretty big issue to have. What this results in is a super frustrating case of typically needing to put in and take out my earbuds sometimes 3-4 separate times before they automatically connect to my phone. It might not sound like a big deal but when you're on the go and they have a magnetic case having to take them both out of the case and insert them, and then put them back, and then insert again etc. is very tedious. It's particularly frustrating because I've found that the issue is wildly inconsistent. Sometimes they connect perfectly, other times I have to repeatedly insert them and put them back in the case, and on a few occasions I've had issues where only one will connect at a time and I need to reset the earbuds.I've done research into the connectivity issues too and some of the contributing factors seem pretty ridiculous. One reported cause is if your phone has bluetooth enabled for awhile but isn't connected to anything it will have issues connecting. Another suggests that low battery for either the phone or earbuds impacts connectivity. I've had much cheaper buds in the past and never experienced these issues with other brands.Another issue I have with them is the battery display. The battery life is really good, but the on-screen indicator that pops up when the case is open seems to pop up at random for me. I've had like $30 wireless buds before that show the battery in the top right corner of your iphone next to the phone battery so long as they're turned on, and I'd honestly prefer that to this fancier feature that doesn't work all the time.The bottom line is if you don't experience the connectivity issues then these are high quality earbuds. If you do, the issue is so frustrating and frequent that you're better off looking elsewhere. I often find myself walking my dog, or to the bus for work and thinking that I'd rather just have wired earbuds that I know will never have any issues connecting than go through the steps of trying to get these to connect.",2.0 out of 5 stars
AF,"I read great things about these earbuds. I have a pair of Beats wired earbuds that I love, so I thought I'd give the wireless ones a try. I grabbed them when they were on sale and was excited to try them. Two things--I'm not a professional audiophile like some reviewers. Also, I have an earbud obsession and currently rotate through 4 or 5 different pairs. I work from home and use earbuds to drown out environmental noise and help me focus on tasks at hand. $149 is about the most I can tolerate paying for earbuds. I haven't found the perfect pair yet. I'm searching for THE ONE, and these, sadly, are not it.First, the battery life is atrocious. They barely last 3 hours. This is my number one gripe with these earbuds. I listen to audiobooks or music pretty much all day long, so I need something to last at least six, but preferably eight hours. I have a few much cheaper earbuds that manage to do this. Why the Beats can't do it, I don't know.Second, the noise-cancelling is good but not great. A lot of outside noise still slips through. Combined with the crappy battery life, this is annoying.Third, the case is obnoxiously difficult to open. It's smooth, slick, and has no indentation to allow you to open it by ""feel"" alone. Also--and this is the first time out of all the earbuds I've tried I've encountered this issue--the buds do not easily ""click"" or ""snap"" into their places inside the case. Every time, I've had to fiddle with them to get them to go in correctly. Which brings me to my fourth annoyance with these earbuds. The weird way the buds are designed is difficult to grasp, unless maybe you have tiny, little doll fingers and short nails. Also, they're not as comfortable to wear as I expected, given their tiny size.Finally, the sound, which should be the most important part, right? It's not so fantastic that I'm willing to overlook the above issues. Mediocre at best. No better than much cheaper buds I've tried.Only plus, was that they came in blue. I'm so tired of black, gray, or white earbuds and would love more fun color options. But the above stuff is more important than color.So, yeah, disappointed is the only way to describe how I feel about these.",2.0 out of 5 stars
Scottie,"I got these on a sale to be a backup pair. I hate them. The sound quality is so much less clear than my mifo 05 plus gen's. They do not block out noise well unless I have it on full blast and hurt my ears. They fall out easily and pushing them back in without the pressing pause by accident took some serious getting used to. The battery in the headphones lasts roughly 3 hours from full charge. 3 hours is hardly anytime at all!!! I have to go without music frequently while studying because the battery dies before I'm done. I have to recharge my beats after almost every use, or at least once a week if I'm just doing short periods of listening. My Mifo 05 I charge once every 3-4 weeks. Beyond all the annoyances of use, perhaps most of all, I hate that beats expects me to download an app to control something as basic as headphones--- uh no, you don't need access to my information about my phone and use just because I have a need for a very basic peripheral accessory to my phone. The only reason it gets a second star is that since it's a popular name brand, there are cute accessory cases you can get, that let me clip it to a keychain more eaaily than my other models that are less mainstream. So.... really nothing to do with the function, just their popularity.",2.0 out of 5 stars
maryreads,"For how frustrating these are to use with my iPhone 13, I might as well have paid 1/4 the price for a basic pair. The side buttons are way too sensitive and don’t detect when you take them out of your ear, so audio will keep playing but then pause or hang up a call if you so much as brush against the side. Call quality seems to vary and they’re not usable on calls if there is any background noise around you.The worst part is how glitchy they are though - they will randomly unpair and give an incorrect battery reading. I’ve had them just over 90 days and wish I had returned them. I’ve tried software updates, resetting my phone, unpairing/repairing, and it seems these earbuds just aren’t well designed or thought through. Very disappointed with all the high star reviews, hope this helps someone else avoid my mistake.",2.0 out of 5 stars
Kay,"This is my first pair of Beats and maybe it’s the hype but I am very disappointed. I use headphones almost everyday for 10 hour work shifts and gym so I need durable, comfortable and easy to use earbuds I thought these could provide that for me. But a little over one week in out of nowhere (no dropping or misuse) the right earbud is blaring a screeching noise. On a positive note I have small ears and the small ear tips that it comes with fits comfortably and I can make quick movements without fear of them falling out plus the case does charge the earbuds extremely fast and I am able to go 12+ hours without recharging the case. While listening to music the outside noise cancellation works great granted I only wear one at a time but unfortunately while taking a call the back ground noise seems to be very present because I’m constantly told to speak up because of it which I’m normally not asked to do while using my previous brand of earbuds. The compact look to them and the name drew me to make the purchase but not being able to last a week is terrible for the price. Hopefully customer service will be able to save this sell otherwise I will be getting a refund and purchasing a different brand altogether. I will update soon with results.",2.0 out of 5 stars
K.L,"I only bought these because I lost my AirPods and thought these would be a better fit in my ears.  Unfortunately, these earbuds disconnect each time I answer a call on my iPhone. After answering a call I need to select the beats earbuds through the audio menu.  Typically, I only wear one earbud at a time while at work.  I use them to answer business calls or connect to computer WebEx calls.  If my right ear becomes irritated and I attempt to switch to the left ear, callers cannot hear me and then I am not able to get the right bud to reconnect. This never happened with my AirPods. The sound is acceptable and fit is good, I just can’t handle the unreliable nature of the connectivity. I will be going back to the AirPod pros.",2.0 out of 5 stars
sunscreen queen,"I purchased these 6 months ago as an ""upgrade"" from a pair of Tozo earphones. Overall, I have been disappointed given that these cost 5 times more than the Tozo pair. When they work, they work well and the sound quality is superior. However, the sound is very frequently cut out or distorted. I have tried unpairing and repairing as recommended by Apple, but to no avail, this continues to happen. It is definitely the fault of the headphones and not my iPhone, as this never happens when I listen to audiobooks with a bluetooth speaker in my shower (while charging my iPhone in a different room). Of note, this is most annoying when listening to audiobooks as I have to continuously replay various portions, but it isn't any less perturbing when it occurs repeatedly while listening to music at the gym. The battery life is also pretty poor compared to Tozo; I cannot make it through a cross country flight without the headphones requiring to be recharged. The headphones themselves also provide no warning regarding low battery status so they will just abruptly die on you mid workout. The noise cancellation feature is average at best but in my opinion, just drains the battery. Overall, I cannot recommend these. Having already donated my previous pair of Tozo headphones, after much frustration, I have decided to get the newest edition of Tozo headphones.",2.0 out of 5 stars
