Username,Review,Rating
Mark M.,"Audio, noise control, and transparency mode is satisfactory. Fit sucks (all tip sizes) for me and the mic really sucks, when I try to use them for calls I have to yell for the other person to hear me.",3.0 out of 5 stars
C C,"Sound quality and noise cancellation is a huge upgrade over the AirPod Pro 1s, but mic quality suffers at times, and there are persistent glitches with random volume increases.",3.0 out of 5 stars
Sam Fille,Other than the microphone everything else is very good.,3.0 out of 5 stars
PF,"While the noise cancellation is much improved over the 1st generation, the audio quality is just okay. The glossy case still gets easily scratched as before.",3.0 out of 5 stars
yves delgove,Pas assez puissant au niveau du son.,3.0 out of 5 stars
David,"These are 5 star as far as sound. Tight punchy transients, superb imaging placement exceeding my expectations for wireless devices. Though IDM music near highest volumes can produce distortion above 2khz with simultaneous sub content like 808 booms, overcoming that hurdle may require further engineering innovation for transducers this small. Most non-extreme typical content like voices and acoustic instruments is produced with striking detailed clarity. Some types of content such as compression envelopes that can easily distinguish real amps from sims or detailed textures of granular synths seem to benefit from the smaller transducer placed next to your brain’s audio-to-informational-magical converters.Regrettably I have to give only 4 stars and possibly three overall because you’ll need to buy after-market accessories such as over the ear hooks or tighter fitting tips to secure these within your ear enough to use during active outdoor activities. (Perhaps my ears have atypical non-grabby canals ? Ie these ‘extra comfortable not pokey’ tips seem to merely float near my ear opening barely in it and move around vs staying snug within it regardless of tip size). Since I bought these to upgrade the cheap 30$ hook style ‘outdoor exercising’ earphones I’ve used for years, the superb sonic qualities I’m chuffed about kind of make the impractical looseness aspect all the worse.(Picture the Apple dongle bots weighing up offering the customer over-the-ear-hook accessories encased in sleek layers of white disposable packaging vs a new Apple AirPods Sport.)",4.0 out of 5 stars
Merlin Swartzentruber,"I am 57 and lost the hearing in my right ear 40 years ago. My left ear was great but it's beginning to show it's age. I purchased these with high hopes that the ""hearing aid"" function would help. I was not aware at the time that noise-canceling earbuds of any kind can, for some folks, lead to tinnitus or make current issues with that worse. After using these moderately over a weekend, I developed a severe case of tinnitus and there is no other known cause for it in my case; confirmed no ear infection, other illness, etc. I still gave these 4 stars as it is not the fault of the Air Pods themselves and they worked just fine. I will say that I was not as impressed with the ""hearing aid"" function as I thought I would be. Sound is amplified but sounds kind of tinny. I'm aware that hearing aids of any kinds take some getting used to so you'll have to try them for yourself if that's what you're looking for. I'm just sad that I ended up returning them as to continue using them poses too much risk to the hearing I do have left.",4.0 out of 5 stars
SPeck,"The media could not be loaded.
                



 I am a professional contractor who works onsite  or in my shop. I run power tools, all day (table saw, sliding compound miter saw, router, hammer drill, impact drills, nailer (pin, 18, 16, 15, framing, siding collated)All to be said, here’s my honest take.Over all these things are remarkable! Seamless connection with my iPhone, call quality is fantastic both ways. The sound precision for music is spot on. The adaptive, transparency and noise canceling are excellent features.  The fact it reads my texts to me and immediately gives me the opportunity to respond and send..this is fantastic because I usually have my hands busy with projects or am in a space that is not ideal for calls/texts (I.e crawlspace, attics).The noise cancelling is excellent, however, running loud power tools continuously, like table saw and routers is where I’ve run into some issues. The ambient noise of the tool is tool much to handle, it is still loud. I’ve found in that type of tool situation, I just some ear muffs to give me a bit more protection.Here’s the warning. Do not run tools on transparency mode, it magnifies the sound in the ear and it hurts. Adaptive is good if you are slowly easing into tool use. It does switch from transparency to noise canceling, but it not super fast.One other thing I’ve found to be a nuisance is when low frequency sound modulates (like when car windows are cracked) makes the air pods make an uncomfortable sound in the ear.All in all, I highly recommend them!!Great job, AirPod team, this is a fantastic product!!PS",4.0 out of 5 stars
Micah L,"They were really uncomfortable at first and sometimes still hurt my ear, so I rotated them and they fit a little better.The sound quality with noise canceling is actually so good, I realized my hearing is better in my left ear than my right. So, don’t be shocked if this happens to you.The case lid is a little flimsy. I’ve had AirPods 2nd generation for years and I love them. They fit very well for me (better than the silicone tips). It was hard to switch, but ultimately I will because of noisy coworkers (noise cancellation) and USB C.",4.0 out of 5 stars
johndoe,"Lost my first gen Airpods Pro so screw it why not get another one and not gonna lie theres not really and big upgrade over the new gen. The small speakers on the case makes it easier to find when lose not to sure if its better on the Find My than the other gen. Audio sounds the same IMO, volume slide on the stem, ANC seems to be the same might be different and battery seems to be longer than before but will downgrade over the year. Only buy if theres a huge discount",4.0 out of 5 stars
Dillan Raehl,"The airpods are decent but are extremely expensive for what you're getting. The noise cancellation could be better, but it does make a difference. The sound quality is good, but I don't really notice a difference between the airpods and my 100$ pair of headphones. If you have the extra money and really need a pair of earbuds, they'll work just fine.",4.0 out of 5 stars
Steven,"The Apple AirPods Pro (2nd Gen) have been a melodious addition to my tech ensemble. The enhanced active noise cancelling is truly impressive, providing an immersive audio experience that’s up to twice as effective as its predecessor. The adaptive transparency is a thoughtful feature, ensuring I’m still attuned to my surroundings when needed. Personalized spatial audio takes listening to a whole new dimension, while the MagSafe Charging Case (USB-C) ensures my earbuds are always ready to serenade my ears.However, while the audio quality and features are stellar, I did find that the fit can be a bit particular. It took some experimenting with the different ear tips to find a secure and comfortable fit. Additionally, while the MagSafe charging is convenient, it does require being mindful of ensuring the case is aligned correctly for optimal charging. But once these minor hurdles are navigated, the AirPods Pro (2nd Gen) deliver an unparalleled audio experience, whether I’m grooving to tunes or taking calls on my iPhone.And for a dad joke: Why did the music teacher go to jail? Because she got caught with a high note!",4.0 out of 5 stars
Ryan,These are by far the best in ear headphones for the price if you are an apple user. Arguably even if you are not. My only but is that they tend to slide out of my ears. Really wish they came with a set of foam tips. Never fear though you can buy some on Amazon,4.0 out of 5 stars
Customer that cares,"I like the way they fit in your ears but mine had a weird ringing sound at first, but they seem to be working better now than when I first tried them and tried to replace. Not sure what caused the ringing but working good now and I use them daily now.",4.0 out of 5 stars
SeeKimFly,"Love these to replace my first gen airpods. But, it does take some getting used to how they feel in your ear, and I’m not sure if I’m using the right size ear tips. For that reason, I almost wish I had gotten the Beats, but I’m so used to the airpods and I’m sure I’ll adjust.",4.0 out of 5 stars
D_Cephus,The sound quality and all the features available are outstanding but the one thing lacking was a proper tutorial by Apple on how to take advantage of the new updates. You have to go to YouTube and search for them which is why I’m giving it 4 stars.,4.0 out of 5 stars
Anup,"This is latest model with USB C connector. Apple packs in the breaded type C cable along with 3 additional ear tips (XS-S-L) with M size ear tip already fitted on both left and right airpod.Surprisingly the airpod external case came with lot of dirty fingerprint marks and box dented on one edge. Deducting one star for that, but since there was no damage to actual airpod or case, I am happy.",4.0 out of 5 stars
lek,"Got these on prime day, already have the 1st gen airpod pros.. probably would recommend buying them at the apple store. The pair I received arrived all banged up due to being shipped in a giant box and the creases on the pods are gaping or dirty even though they were sealed.",4.0 out of 5 stars
Adriel,"Was a bit hesitant at first purchasing air-pods on here due to the frequent reports of fakes/non delivery but pleased to say that these are legit, all functionality is present and they sound great so far.",4.0 out of 5 stars
Universal Customer,"Took some time to adjust rubber ear connector to fit as AirPod kept falling out of ear. Once I found right size, it works better. Probably could have kept my AirPods 2nd Gen just as well.",4.0 out of 5 stars
Eric,Second AirPods Pro. Good as alwaysAlthough this AirPods has an obvious crease from the closure. Much more obvious than first gen. If that matters to anyone,4.0 out of 5 stars
Chris,"I love the headphones with noise canceling as I work construction. The only issue I have, comparing it normal airpods, is they don't stay in my ears as well.",4.0 out of 5 stars
L.,This is my first time using airpods. The noise cancelling function works really well and they fit well into my small ears.,4.0 out of 5 stars
Abdul,Sounds ok but apple doesn’t give you the power plug. So you end up buying it. Bose heads are better when it comes to quality and you get the power plug.,4.0 out of 5 stars
Tenzin,"This product is 9 out of 10 for me because After coming from Bose Quite Comfort earbuds 2, I feel Apple could do better job in base. Overall I love this earbuds.",4.0 out of 5 stars
richard mcdonald-jackson,"Best in-ear headphones, but my Apple Watch does confuse them, and the case never wants to charge to 100 percent.",4.0 out of 5 stars
Vernon,"Good product, good price and good service. And I caught during the  Amazon 2 day sale. Whch made it even better...",4.0 out of 5 stars
Marvin,"Picked this out for a Gift to a family member, very nice .",4.0 out of 5 stars
Ajwad,"Finally I can charge my phone, earbuds, headphones, tablet and laptop with the SAME cable. Sound quality is good, noise cancellation very good, battery life is moderate at best sadly.",4.0 out of 5 stars
eric holterhoff,The new airpods pro 2 sounds amazing.. comfortable wearing them for long period of time.. the new adaptive audio feature works very well.. the only reason it’s not getting 5 stars is because of the up/down volume by sliding your fingers on the pod. Doesn’t work great.. awkward to use. The pod basically falls of the ears while attempting to do so.,4.0 out of 5 stars
Kostiantyn Lytvyn,"The first time I replaced the ear tip, it tore on. This is how I found out that the rubber and mesh in these ear tip are different from the first version of the headphones. When replacing the ear tip, remove it carefully without much effort.",4.0 out of 5 stars
Joceline,"I do like them audio wise and all the stuff it does and offers, But the only thing I don’t like is that the more you wear them the squishy plugs start wearing off and start falling off your ears more often when you move around. Which means you need to buy more squishy plugs so they can stay on your ears.",4.0 out of 5 stars
Hollybeth,"These fit better, and sound better, than regular AirPods. I love that my iPhone can locate them easily when one has gone missing. I lost a pair recently and am picking up another on prime day. I honestly wish these things weren’t so expensive but I can’t live without them now!",4.0 out of 5 stars
Jackie,Sometimes it’s hard to connect to iPhone,4.0 out of 5 stars
R,"After years of not wanting to get them, i finally did. Im not too happy about paying $200 for them, i'd say maybe like $150 since there's items at that price that can compete, but overall im very happy with my purchase since they integrate well in to the Apple ecosystem, would recommend even at $200 though.",4.0 out of 5 stars
Liana B.,Not ideal speaking microphone but comfortable for use,4.0 out of 5 stars
Maria Arakelyan,Its easy to loose,4.0 out of 5 stars
Nauly,,4.0 out of 5 stars
Anthony Abuzeide,OK,4.0 out of 5 stars
Baruch Schechter,It’s verry nice price,4.0 out of 5 stars
JP,These are nice but I can’t figure out how to disable spatial audio on FaceTime audio calls.,4.0 out of 5 stars
Karim Sari,"Bought these from the apple store 6 months ago and it's close to being my favorite earbuds. Almost everything about them is perfect when it comes too the sound quality, battery, and comfort. My biggest complaint is that there's barely any bass. I LOVE bass and these airpods sport a more balanced sound which isn't bad if you're into that, but I love the feeling of my eardrums shaking from a hard bass! These don't satisfy my cravings for that. Aside from that, really great earbuds. Once these break, I'm going back to either TOZO or skull candy since these earbuds are expensive either way and don't give me the bass I like.",4.0 out of 5 stars
4ubz,"I recently upgraded my iPhone XR to an iPhone 15 Pro, and have been invested in learning more about MagSafe charging. While exploring, I found out that the AirPods Pros offer wireless charging. Before purchasing these earbuds, I was using the original generation, first release Beats Studio Buds. One of the drawbacks of the Beats Studio Buds is that they only offer USB-C charging, not wireless charging through the case. Not only this, but I found that the buds hurt my ears after a while, not being able to wear them for long car rides or flights without my ears getting sore and fatigued. Another drawback to the Beats Studio Buds is that they didn't offer iCloud device switching, which was offered on the PowerBeats, and was a feature that I missed. With this, I decided to ditch the old Beats Studio Buds (although, I still keep them around for when I need earbuds that weren't such an expensive investment) and upgrade to the AirPods Pros 2.With Prime Day, I decided to get these AirPods Pros 2s on sale. I've been using them for around two or three days now, and have really enjoyed them, for the most part. In a positive aspect, I love the sound quality and the new H2 chip that Apple has implemented into the earbuds. I also love that the new USB-C case was available on Amazon on sale, so I can now officially use the USB-C charger for all my Apple devices and get rid of the lightning cable entirely. I'm now able to switch seamlessly between devices, going from my laptop to my phone almost immediately, which is amazing to have back. The case is lightweight and smaller than the Beats Studio Buds case, which I have enjoyed greatly. I also really love the fact that I can use Find My to find the individual earbuds and case itself for the AirPods Pro 2. The MagSafe/wireless charging for the buds is a gamechanger. The audio quality is really good, and they battery lasts a long time; even longer when recharging them with the case. There's also SO many different ways available of listening, noise cancelling, transparency, there's conversational awareness, adaptive audio, etc. It's quite impressive seeing how many features are offered and how much they contribute to the functionality of the buds themselves and user experience. I was worried about the AirPod Pros 2 not having a physical buttons like Beats usually do, how am I supposed to skip/rewind/pause/play without a physical button? I was sure that there were going to be missed inputs. I was wrong. The AirPod Pros 2 do a great job recognizing what I'm trying to accomplish, with only a few misreadings here and there (which, user error is also part of). Not only this, but I was SHOCKED to find out that you can also raise and lower your volume using the earbuds themselves; something that Beats earbuds has never been able to do. They automatically pause due to ear detection when it notices the bud is taken out of the ear. The buds also offer spatial audio, which is really cool. The functionality and accessibility of all of these features is truly amazing. I'm extremely impressed with all of the functionality that they offer, and just how many features Apple was able to stuff into technology so small. I doubt I'll be switching to any other earbuds any time soon, if at all, just because of how easy they have made my life just within the past three days.Now for the negatives. First of all, the lid squeaks and clicks. I've looked on various sources, apparently this is normal, allowing for there to be leeway if the case is ever dropped to prevent breaking or the hinge coming off entirely. Still something that concerned me initially, but I've gotten used to at this point. Additionally, I am worried about the hinge breaking, but it seems that it takes a lot of force for it to break off. Lastly, I find that the AirPod Pro 2s can be uncomfortable at times. The whole reason I stuck with Beats for so long was the fact they provided cushioned earbud caps, unlike the regular Airpods 1st and 2nd generation. With the Pro 2s, I figured I'd give them a shot because they actually offer earbud tips unlike the regulars. I still find that they are uncomfortable at times, and need adjusting. I've found that unlike other earbuds, AirPod Pros don't need to be ""shoved"" deep into the ear, but rather, are more designed to sit towards the outside/entrance to the ear while still providing a tight seal. This is new for me, as I'm used to ""regular"" earbuds (both wired and wireles) where they're meant to be pushed deep into the ear for it to seal and provide a comfortable fit. I'm still getting used to this change, but it seems that the more I leave them towards the entrance of the ear canal instead of pushing them as far in as possible, the more comfortable they are. You also have to make sure that the earbuds are angled correctly, where I found that the toothbrush (still not a fan of the look, but a little cost for all of the benefits they offer) part of the earbud needs to be angled a little forward for it to be appropriately set in the ear.Overall, I really like the earbuds and don't regret buying them. They provide a lot of awesome features, and great quality sound. They are integrated to all of my Apple devices, which is really nice, given that I own every form of Apple device and can easily transfer from one device to another. They're the first pair of reputable wireless earbuds that I've seen offer volume control on the actual earbuds themselves. The noise cancelling is amazing, as well as the adaptive audio and transparency mode.  The conversational awareness is a gamechanger, even though I tend to take an earbud out anyways, where it automatically pauses my music because of ear detection. I'm really happy with the buds and will definitely stick with these opposed to the prior Beats that I had before. For the price, especially on sale, it's more than justifiable and worth it. It's also worth noting that I was able to purchase AppleCare+ for the buds through Amazon, and didn't even have to register it, because the device automatically was delivered with AppleCare. That was really cool and really nice, as I was worried about buying them off Amazon and not directly from Apple Online or a physical Apple Store. I really enjoy the AirPod Pros 2, they're my regular earbuds now and I'm very satisfied with my purchase(:",4.0 out of 5 stars
Gail,"The media could not be loaded.
                



 I like them, but they tend to fall out of my ears… they seem to be good quality but I kind of regret returning my Sony headphones for apple. The Sony actually outperformed Apple but they didn’t look as nice and there was no-hype advertising. ( I fell for it again)! The earbuds are nice, but I feel they are overpriced!  The lettering for L and R could be a bit more visible too, but the battery lasts an impressively long time!  I like that the case can be charged on my Apple watch charger too!",4.0 out of 5 stars
Linxiao Gu,It is so much better than my previous AirPods! More comfortable to use and they do not hurt my ears if I have them on for so long. But sometimes it falls off my ears when I laugh. Overall I love it and I recommend it!,4.0 out of 5 stars
Yp,"Very happy with the sound quality of these. However, I wish the battery lasted longers, and the device was simpler to operate. I also wish it came with a straightforward manual on how to use.",4.0 out of 5 stars
Anastazja Thao,"The new version of airpods pro 2nd not only upgrades the charging port, but its H2 chip supports 5G frequencies! The old airpods pro 2nd only supports 2.4G frequency! Don't buy the old airpods pro 2nd for cheap!",4.0 out of 5 stars
Ahmed,"Great wireless earbuds with noise cancelling that “just work” if you’re using them with an Apple device. I can pop these out whenever needed and they’re good to go.The noise cancellation is quite good for earbuds. The Sony wireless headphones I have are better but they’re full sized headphones. What Apple achieved with such a small device is really cool. The transparency mode is also really nice, if I need to strike up a conversation with someone or be aware of sound cues in my environment, I can easily do that.It’s an expensive purchase but if you’re someone who values something that is convenient and “just works”, this is a good option.As for the negatives, there is something off with the quality control regarding the shape? The first pair I got caused a lot of pain in my left ear, the second pair in the right ear. It was my third pair that ended up being perfect. Docking a point because for a premium product, which I consider this to be, that should be something that is dialed in during quality control.",4.0 out of 5 stars
Marvelous,"Awesome but too expensive even on Black Friday ,’:(",4.0 out of 5 stars
Pint,"I guess you get what you pay for, wonderful sound quality, fit in ear better than the ones without the silicone tips. Bought these on sale, otherwise would have chosen another brand.",4.0 out of 5 stars
Jean Guillemette,Mieux que ce qu’on espérait,4.0 out of 5 stars
Yi Zhang,"Not much improvement compared with older models,Noise Cancelling almost same as 1st generation.  Little bit disappointed.",4.0 out of 5 stars
Lexi,"I used to be an AirPods hater and thought they were overpriced. But I bought my first pair in 2019 and have never looked back. I thought they would pretty much be the same but they are actually better in a lot of ways!The main advantage of AirPods is that they work so seamlessly with other Apple products. So if you don't have an iPhone, I probably wouldn't recommend these. I love how sleek and compact they are because it makes it so easy to carry them with me everywhere. I personally bought an iPhone 15 Pro this year and I HATED that my old AirPods were the only device that I had that used lightning instead of USB C. So I was able to finally get rid of that lightning charger with these new AirPods.The new AirPods pro also have MUCH BETTER battery life, sound quality, and noise cancellation from the old ones. I don't have to charge them nearly as much and they sound even better than they used to!They're great for listening to music and taking phone calls (though I sometimes have some friends and family complaining about my call audio when using AirPods.) Being able to have a convenient hands free experience is really important to me.In the box, you have multiple tip sizes for the AirPods, so if they don't fit well, make sure you try the other tips before returning. I also like that they added a spot to attach a lanyard. I personally am fine with putting them in my pocket, but I know a lot of people could benefit from that.Here are some cons/things to think about when buying AirPods:-Buy the AppleCare+ - so worth it. I put mine through the washer once and they replaced the whole set for $30. I also had a battery issue with my old ones once and it was free to replace the case. Basically if you damage them, you pay $30 and if there's no damage, there's no deductible. The Apple Store employee told me that I would have had to pay $90 for ONE PIECE if I didn't have AppleCare so totally worth it!-If you hate seeing scratches on the white case (not covered by AppleCare) then I would really recommend getting some kind of case. Probably won't do much to protect them, but at least it will keep them looking brand new.-If you have an older phone that uses lightning, you might want to think about finding one of the older kinds that has the lightning case. I HATED having to use multiple chargers so if you're like me, then you might want to try to buy those instead... But just know that all tech companies are moving to USB C for everything because of an EU mandate.",5.0 out of 5 stars
HJeffK,"I am a rare duck in the tech space as I really don't have a preference between Android and iOS. I have traditionally carried an Android phone and used Apple tablets and laptops. I just honestly find Samsung's innovation in hardware more intriguing. That said, I recently bought a new iPhone 15 Pro for a second phone to leave in my house and saw these new Airpods on sale, so I scooped them. The move to USBC convinced me I need to try both. I have used darn near every credible earbud that has come to market in the last four years. Sony, Bose, B&W, Anker, Apple, Beats, Sennheiser, and many others. I have been chasing the perfect set. I think I found them here or, at the very least, found the closest thing there is to perfection. Here are my thoughts on the new Airpods Pro2:Sound: This is the one area that they don't win hands down, but they sound great. Many of my buds feature larger more well tuned drivers. Some even have dual drivers. Many have the option to upscale to more lossless sound by using AptX. None of that is here, but what Apple has done with sound is commendable. There is good separation between the highs, mids, and lows. Unlike previous Airpods, these things bring a very solid low end that can rumble a bit. I am not an audiophile, but these sound really good. I still think that the new Sony buds and Sennheiser buds are better but it isn't a landslide. Apple has nailed it with active noise cancelling here as well. While the Bose Quiet Comfort buds are still the GOAT for me, these are at least as good as the runner up from Sony. These block out all but the most sudden noises. Really good all around.Call quality: These are easily the best there is for calls. It really isn't close. They do an unbelievable job of masking background noise so folks on the other end can hear you. I was on a call with a friend who was using them as well and his son was in the background gaming. He was yelling at the game and, occasionally when he spoke, I could pick up on it a bit, but only when he spoke. The processing here is just so good.Form Factor: I hate stem style buds generally, but these are solid. They are light and have real balance in the ear. I think because the Pro's have silicone tips they just work better for me. The squeeze functionality makes these so accurate to use when compared to others that rely on tapping and the swipe volume control is really outstanding. For my ears, and this is subjective for sure, these are all day comfortable. You get a solid IP54 water and dust resistance, so these will hold up well in the gym.Battery Life: These are average in this space when compared with their peers. I am getting about five hours on bud. You get another three to four charges from the case. Many others are better here, but I find battery life to be perfectly acceptable for everyday use.Intangibles: There are almost too many things to mention here. First, the case is, as always, the best in the business. It is tiny, solid, packs a great battery, and has the most satisfying magnetic click when closing. I love the spatial audio. It is gimmicky but really fun when it is executed properly during a show or movie. The speech detection is amazing. As is the easy pairing and use on the iPhone. Find my buds is the BOMB. There is so much more that I will update later. These are very well thought out.Conclusion: For me, Apple has crushed it here. Having FINALLY moved to USBC (even if it took the EU to force them) makes all Apple things so much better. These buds might not be the best at much, but they are very good at everything. I can honestly say that these are the best buds on the market. Will I use others for different occasions? Yes, but I doubt that as long as I have an iPhone, I will use many of them often. Buy these now with complete and total confidence. Wow Apple, just wow! Well done!***Update*** So, I am three weeks in with these and I have a couple of other thoughts I should add. First, the thing that jumps off the page to me is the speaker built into the case. I have owned dozens of buds and this is a first to me. It is awesome. The case chimes when the buds are properly returned to the case. You get a low battery notification and it is also used to “find my AirPods.” It is simply brilliant and an example of how thoughtful some of Apple’s designs are. The case is simply next level and that means more than most people think since you interact with it regularly. The other thing that stands out is how much customization there is and how intuitive it is to set up in your settings. Sony offers similar customization and, in some ways more, but it takes a lot more work. Like I said, there are better options for a lot of things, but the polish and attention to detail here from Apple make these a clear winner overall. If you are on the fence, don’t be. I will update with anything else but these are easily the best all around buds on the market. Buy with confidence",5.0 out of 5 stars
DKDC,"I grabbed the 2nd Gen AirPods Pro on sale a few weeks ago to upgrade my 1st Gen pair specifically for the increased noise cancelling performance enabled by the H2 chip. True to Apple's claims, ANC is more effective and connectivity/switching between my Apple devices is way more reliable than 1st Gen. Here's a quick rundown of the advantages:- Adaptive mode responds quickly to tune out noise and pass through things like speaking- Better noise cancelling and clearer Transparency mode- Faster/more reliable connecting/switchingSome nice to have things:- USB-C charging <3- MagSafe charging + works with Apple Watch charger- Speakers built into case for FindMy pingsFor most people, this isn't worth the upgrade if you already have 1st Gen (but I HIGHLY recommend upgrading from non-Pro models if you can afford it), but here is why I did it:I've been going to a lot of loud concerts for years, and that has caused some damage to my hearing because I foolishly did not wear proper ear protection for too long. I am now *highly* invested in protecting hearing from further damage, and I've spent plenty of time researching and testing some of the best specialty ear plugs on the market.When the 2nd Gen AirPods Pro came out, I immediately started researching whether ANC can actually protect your ears from exceptionally loud environments like concerts, given the incredible sampling rate enabled by the newer H2 chips. I found several reputable sources that confirmed they work for concerts specifically, so I immediately upgraded my 1st Gen set to test at a show in November.Let me tell you--wow. First of all, well-fitted AirPods Pro block out a ton of sound when they are off. With ANC, outside noise reduction is unbelievable. But the real magic happened when I turned on Adaptive mode. It was like turning the volume down on the entire show to a safe volume without sacrificing sound quality much at all. Only at the absolute loudest volumes—particularly when the bass spiked—did the AirPods noticeably clip from time to time as they tried to quickly adjust to extreme changes in noise levels, but never problematically so.",5.0 out of 5 stars
PedalingAstronomer,"I’m too old to be one of those guys who wears AirPods everywhere.I listened to music while I work, and I worked mostly from home, so I was never tempted to be that guy and considered the habit a presumptuous affectation when I’ve encountered others who wore them in public.And I’ve had other competent noise-cancelling buds and was never tempted to wear those when out. Sure, they made hearing phone conversations easier in noisy environments, but I rarely talked on my phone when in public spaces, because, yeah, that felt presumptuous too.Then I switched to an iPad Pro-Magic Keyboard combo from a Windows laptop as my primary work device, which convinced me to migrate from Android to an iPhone, so investing in AirPods just made sense, given Apple’s matchless ecosystem integration.Now, when a call comes in via my iPhone, while I’m working and listening to music on the iPad, I can answer the call from the iPad through the same AirPods with zero effort. I just tap and talk as if the iPhone were in my hand. And I can hear the caller even better with the AirPods than with other buds. Plus, the AirPods’ ANC doesn’t cause the mild sense of pressure the others did.But that’s not all. The AirPods’ transparency mode is so scary good, I can hear every external sound — especially voices! — better with than without them, and that’s why I’m now tempted to wear them in public and have had to revise my previously negative opinion of others who do.Oh, and the spatial audio feature? I expected that to be a gimmick, but it’s accurate yet subtle, and having tried it, I no longer use the AirPods without it.Bottom line: If you see me out and about with AirPods in my ears, I’m not trying to drown you out. I’m trying to hear you better amid whatever cacophony surrounds us. And as with the iPad, having experienced the AirPods Pro 2, there’s no going back.I’m not an audiophile, so I can’t rate that aspect of the AirPods. I can only report that the base, mids, and highs sound as crisp and clear as through anything else I’ve used. I listen to recordings now that I first experienced in the ‘50s and ‘60s, and I hear elements I couldn’t know existed back in the days of AM radios with mono speakers. The AirPods have been a revelation in that sense, too.As for fit, I travel by bicycle and now wear the AirPods to better hear turn-by-turn directions (for safety, I keep them in transparency mode when on the bike), but however actively I’m pedaling, I haven’t felt at risk of the AirPods falling out of my ears. Plus, they’re comfortable enough that I can wear them the full ~six hours I pedal each day when traveling.What would I change? Well, they’re white, and in my perfect world, they’d be the color of darker skin, so the fact that I’m now a guy who wears AirPods in public wouldn’t be so obvious. Tan, brown, or black would be nice options. Otherwise, they’re kind of perfect.",5.0 out of 5 stars
Mitch,"I've used all sorts of TWE wireless buds over the years, but I having never owned and iPhone or anything within the Apple ecosystem until more recently, I never had a compelling reason to look into the AirPods. Having recently switched to the new iPhone 15 Pro Max and Watch Ultra 2 I thought I would take these for a spin on the $189 Black Friday deal. Oh my gosh am I glad I did! These have a very natural sound to them, and really are perfect all-around good ear buds. If I'm consuming media or listening to music these are very good - not perfect in this department, but they are VERY good and have a very balanced sound and great sound stage. These buds are literally second to none in terms of ANC and call/speech clarity. The ANC is the best I've heard in any earbuds - which is also better than the new Sony XM5's in my opinion. Call clarity and speech coming through these things is also second to no other buds I've heard. These are just so good! Then you throw in the added bonus of how seamlessly these integrate with my new phone and watch... I've been missing out not having had this trio until now. I've ascended to a new technological level. I would gladly pay full price for these - but if you can get them on a deal, don't hesitate, just do it.",5.0 out of 5 stars
PNani,"The Apple AirPods Pro provide several improvements over competing wireless earphones on the market as they go into their second iteration. The introduction of USB-C charging is a useful advancement that offers users additional rapid and adaptable charging choices. Because of USB-C, this update is possible. While still following conventional charging guidelines, the latest update simplifies the process of using the AirPods Pro.These headphones have amazing active noise cancellation (ANC), which is up to twice as effective as previous versions. Because it enables listeners to focus on the audio without being distracted by background noise or voices, this innovation is especially useful in busy areas. Because of its remarkable potency, the ANC technique offers clients a soundscape that is practically unparalleled.Another useful feature is the Transparency Mode, which allows the user to move between noise isolation and ordinary hearing with ease. This is an important development in the business when it comes to keeping an eye on your surroundings, whether you're conversing with someone or strolling through a busy location.Apple's Adaptive Audio, which enhances the listening experience using artificial intelligence, is a fantastic illustration of innovation. Regardless of your location, the earbuds' excellent audio quality is ensured by their ability to detect and adjust to their environment. A listener's listening experience can be greatly enhanced by having this kind of customizing choices.Tailored spatial audio raises the level of immersion to completely new heights and allows for a more personalized experience. This technology tracks the user's head movement dynamically and creates an immersive, multidirectional, spatialized audio experience. This amazing feature comes in very handy for individuals who want their audio to sound more like it was made for those platforms—gamers and movies.The comfortable and secure fit of the stylish yet functional AirPods Pro is guaranteed by their high-quality construction, which is still produced to an exceptionally high standard. The touch-sensitive interface offers straightforward and easy control over services like calls, music, and other items. The earbuds fit well and are a great choice for people who lead active lifestyles because they stay in place regardless of what the wearer does.The best connectivity of any headphones available on the market is found in Apple's AirPods Pro (2nd Generation), thanks to their stable and intuitive Bluetooth connection. Positive impressions are enhanced by the simple method of connecting with an iOS iPhone or any other device that is compatible.These high-end wireless earbuds are justified in price for those who anticipate it due to their improved audio quality, more functionality, and easy interaction with the Apple ecosystem.With their remarkable performance, sophisticated appearance, and state-of-the-art features, the Apple AirPods Pro (2nd Generation) have finally raised the bar for wireless headphones. Because the earbuds are wireless, this achievement was made feasible. These earbuds are a great choice for anyone who loves music and travels regularly, as well as anyone who is interested in technology, because they provide an amazing and immersive audio experience while adhering to the Apple idea.",5.0 out of 5 stars
SupaQuax,"I never really had much luck with earbuds, so I was a little skeptical about spending over $200 on a pair, but I saw some reviews and videos which did raise my expectations a little bit but not much. These earbuds are probably the best earbuds I've ever bought. The noise cancellation in them is very interesting because I never used a pair of earbuds that has this feature so I dont (and still dont lol) know how it works but its just amazing! It drowns out all if not all noise except for isolating peoples voices so you can hear them with the earbuds in while not playing any kind of audio. I love how the cups snap into place so you never have to worry about them falling off. I was able to wear these for very long periods of time (usually while working) and my ears havent felt uncomfortable once. The audio is very crisp, and the position they sit at feels like they're loose but they're not! Just like the iPhone, iPad, and Mac systems, the earbuds are aesthetically pleasing whether you're using them or not. Best purchase I made, next to my iPhone 15 Pro.",5.0 out of 5 stars
